$BUILT 2014-05-19 02:37:59
:geoo/sandstone/ebony/v16b: 871 704 frr
:geoo/sandstone/16x32: 857 678 frrd
:geoo/sandstone/16x32: 893 622 frrd
:geoo/sandstone/16x32: 892 630 frrd
:geoo/sandstone/16x32: 891 638 frrd
:geoo/sandstone/16x32: 890 646 frrd
:geoo/sandstone/16x32: 889 654 frrd
:geoo/sandstone/16x32: 888 662 frrd
:geoo/sandstone/16x32: 887 670 frrd
:geoo/sandstone/16x32: 886 678 frrd
:geoo/sandstone/16x32: 885 686 frrd
:geoo/sandstone/16x32: 884 694 frrd
:geoo/sandstone/16x32: 858 686 frrd
:geoo/sandstone/16x32: 859 694 frrd
:geoo/sandstone/ebony/v16a: 878 576 frr
:geoo/sandstone/ebony/v16b: 864 576 frr
:geoo/construction/concrete/008: 960 392 frrd
:geoo/construction/concrete/008: 1080 392 frrd
:geoo/construction/concrete/008: 1080 384 frrd
:geoo/construction/concrete/008: 960 384 frrd
:geoo/construction/concrete/016ha: 968 384 frrd
:geoo/construction/concrete/016ha: 1048 384 d
:geoo/construction/concrete/016ha: 1076 360 frd
:geoo/construction/concrete/016ha: 952 352 rd
:geoo/construction/concrete/008v: 1079 272 frrd
:geoo/construction/concrete/008v: 1084 312 frrd
:geoo/construction/concrete/008v: 1085 320 frrd
:geoo/construction/concrete/008v: 1080 276 frrd
:proxima/tile/spheres/gold: 1080 292 frrd
:geoo/construction/concrete/008v: 1078 265 frrd
:geoo/construction/concrete/008v: 958 296 d
:geoo/construction/concrete/008v: 957 304 d
:geoo/construction/concrete/008v: 956 312 d
:geoo/construction/concrete/008v: 955 320 d
:geoo/construction/concrete/008v: 954 328 d
:geoo/construction/concrete/008v: 953 336 d
:geoo/construction/pillar_32: 901 275 frr
:geoo/construction/concrete/064: 901 277 frr
:geoo/construction/concrete/008v: 956 272 d
:geoo/construction/concrete/008v: 962 265 d
:geoo/construction/concrete/008v: 961 272 d
:geoo/construction/concrete/008v: 960 280 d
:simon/brick/sphere: 941 293 frrd
:simon/brick/sphere: 939 289 frrd
:simon/brick/sphere: 937 282 frrd
:simon/brick/sphere: 934 275 frrd
:geoo/construction/concrete/008v: 959 288 d
:simon/brick/sphere: 931 269 frrd
:simon/brick/sphere: 926 263 frrd
:simon/brick/sphere: 919 258 frrd
:simon/brick/sphere: 909 255 frrd
:simon/brick/sphere: 877 277 frrd
:simon/brick/sphere: 882 285 frrd
:simon/brick/sphere: 889 287 frrd
:simon/brick/sphere: 895 292 frrd
:simon/brick/sphere: 901 298 frrd
:simon/brick/sphere: 904 307 frrd
:simon/brick/sphere: 909 318 frrd
:simon/brick/sphere: 920 329 frrd
:simon/brick/sphere: 933 334 frrd
:simon/brick/sphere: 935 334 frrd
:simon/brick/sphere: 914 324 frrd
:simon/brick/sphere: 906 312 frrd
:simon/brick/sphere: 894 323 frrd
:simon/brick/sphere: 884 307 frrd
:geoo/construction/concrete/008v: 1119 270 frrd
:geoo/construction/concrete/008v: 1127 271 frrd
:geoo/construction/concrete/008v: 1130 272 frrd
:geoo/construction/concrete/008v: 1132 273 frrd
:geoo/construction/concrete/008v: 1135 275 frrd
:geoo/construction/concrete/008v: 1137 277 frrd
:geoo/construction/concrete/008v: 1138 278 frrd
:geoo/construction/concrete/008v: 1136 276 frrd
:geoo/construction/concrete/008v: 1139 279 frrd
:geoo/construction/concrete/008v: 1140 280 frrd
:geoo/construction/concrete/008v: 1141 281 frrd
:geoo/construction/concrete/008v: 1142 282 frrd
:geoo/construction/concrete/008v: 1143 283 frrd
:geoo/construction/concrete/008v: 1144 284 frrd
:geoo/construction/concrete/008v: 1145 286 frrd
:geoo/construction/concrete/008v: 1146 288 frrd
:geoo/construction/concrete/008v: 1147 290 frrd
:geoo/construction/concrete/008v: 1148 293 frrd
:geoo/construction/concrete/008v: 1149 295 frrd
:geoo/construction/concrete/008v: 1150 297 frrd
:geoo/construction/concrete/008v: 1151 302 frrd
:matt/underworld/02: 1157 299 frrd
:geoo/construction/concrete/008v: 1152 312 frrd
:geoo/construction/concrete/008v: 1152 321 frrd
:geoo/construction/concrete/008v: 1134 274 frrd
:geoo/construction/concrete/008v: 1097 270 d
:geoo/construction/concrete/008v: 1089 271 d
:geoo/construction/concrete/008v: 1086 272 d
:geoo/construction/concrete/008v: 1084 273 d
:geoo/construction/concrete/008v: 1081 275 d
:geoo/construction/concrete/008v: 1080 276 d
:geoo/construction/concrete/008v: 1082 274 d
:geoo/construction/concrete/008v: 1112 269 d
:geoo/construction/concrete/008v: 1104 269 d
:geoo/construction/concrete/008v: 1120 361 rrd
:geoo/construction/concrete/008v: 1128 360 rrd
:geoo/construction/concrete/008v: 1131 359 rrd
:geoo/construction/concrete/008v: 1133 358 rrd
:geoo/construction/concrete/008v: 1136 356 rrd
:geoo/construction/concrete/008v: 1138 354 rrd
:geoo/construction/concrete/008v: 1139 353 rrd
:geoo/construction/concrete/008v: 1137 355 rrd
:geoo/construction/concrete/008v: 1140 352 rrd
:geoo/construction/concrete/008v: 1141 351 rrd
:geoo/construction/concrete/008v: 1142 350 rrd
:geoo/construction/concrete/008v: 1143 349 rrd
:geoo/construction/concrete/008v: 1144 348 rrd
:geoo/construction/concrete/008v: 1145 347 rrd
:geoo/construction/concrete/008v: 1146 345 rrd
:geoo/construction/concrete/008v: 1147 343 rrd
:geoo/construction/concrete/008v: 1148 341 rrd
:geoo/construction/concrete/008v: 1149 338 rrd
:geoo/construction/concrete/008v: 1150 336 rrd
:geoo/construction/concrete/008v: 1151 334 rrd
:geoo/construction/concrete/008v: 1152 329 rrd
:geoo/construction/concrete/008v: 1153 319 rrd
:geoo/construction/concrete/008v: 1153 310 rrd
:geoo/construction/concrete/008v: 1135 357 rrd
:geoo/construction/concrete/008v: 1098 361 fd
:geoo/construction/concrete/008v: 1113 362 fd
:geoo/construction/concrete/008v: 1105 362 fd
:geoo/construction/concrete/008v: 1092 360 fd
:simon/brick/sphere: 1140 352 frrd
:simon/brick/vert1: 1164 360
:matt/underworld/02: 1145 224 frrrd
:matt/underworld/02: 1080 217 frrrd
:simon/brick/sphere: 1134 357 frrd
:simon/brick/sphere: 1125 365 frrd
:simon/brick/sphere: 1109 370 frrd
:simon/brick/sphere: 1098 372 frrd
:simon/brick/sphere: 1088 370 frrd
:simon/brick/sphere: 1137 369 frrd
:simon/brick/sphere: 1127 375 frrd
:proxima/tile/spheres/gold: 1184 323
:proxima/tile/spheres/gold: 1184 331
:proxima/tile/spheres/gold: 1184 337
:proxima/tile/cyan2: 1184 319 frrd
:simon/brick/column1: 1168 352
:simon/brick/column2: 1168 378
:geoo/construction/rod_steel/straight32.S: 1040 672 frr
